Timestamp,Asset_ID,Latitude,Longitude,Inventory_Level,Shipment_Status,Temperature,Humidity,Traffic_Status,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Logistics_Delay_Reason,Asset_Utilization,Demand_Forecast,Logistics_Delay,commodity,fao_stage,food_supply_stage,packaging_material,days_to_expiry,temp_class,raw_temperature,simulated_temperature,fao_base_loss_mean,temp_deviation_score,humidity_deviation_score,expiry_pressure_score,synthetic_loss_percentage,loss_risk
2024-01-01 12:38:10.452035775,Truck_8,16.691500461954178,-23.7607834919413,492.77397536517213,Delivered,26.463396539039813,66.35655899568488,Heavy,40.84712266130525,106.37608278820989,0.9208844528584833,Mechanical Failure,67.40819783735579,153.53764677496005,0.9847973337904201,"Onions and shallots, green",Storage,Storage,cardboard,16,ambient,26.463396539039813,20.53958128447384,11.398695652173913,0.0,0.0,0.4666666666666667,19.226836756394732,1
2024-01-02 09:22:36.665268888,Truck_9,82.292976328337,63.497978826686364,355.64215206927946,Delayed,29.235290228257842,54.3281928877737,Detour,50.50408022289882,273.57473640747656,1.1107230871121792,Unknown,67.01417850510505,251.62631923405633,1.004517298337629,Maize (corn),Farm,Storage (post-harvest collection),foil,9,ambient,29.235290228257842,23.848502081622094,3.7147750358671354,0.0,0.0,0.7,15.796683985156273,1
2024-01-03 06:13:14.301775949,Truck_3,84.54189380422586,-146.67461649677873,367.963361846783,Delayed,26.238049729829267,59.25408351176403,Heavy,45.653540589725765,174.42550025180557,9.9310760908073,Traffic,68.78555684421025,161.94998090152404,0.983592411906744,Apricots,Retail,Retail,glass,26,ambient,26.238049729829267,28.620136832262546,33.36666666666667,0.24134245548416972,0.0,0.1333333333333333,40.43579965909953,1
2024-01-03 21:10:18.054875592,Truck_9,-81.17333155704277,-149.2845730872731,355.70524219204015,Delivered,29.60282979150253,76.91663737067746,Heavy,40.40338245678828,422.1309646149273,7.995798882040154,Unknown,97.50115456380576,211.47764715817462,1.029498884515837,Maize (corn),Harvest,Storage (post-harvest collection),plastic,30,ambient,29.60282979150253,24.28724881614719,6.547305360465116,0.0,0.2305545790225821,0.0,12.423756434572214,0
2024-01-04 11:43:38.729002666,Truck_8,13.211475010940788,94.56395174715497,111.26746322437971,In Transit,26.837636840102753,56.900941669327246,Detour,30.50990987414796,119.27662533815294,4.040079820281327,Weather,95.3407674472146,287.0558339752731,0.0,Millet,Farm,Storage (post-harvest collection),paper,26,ambient,26.837636840102753,20.986326958788474,1.7537208937708564,0.0,0.0,0.1333333333333333,7.443814943722169,0
2024-01-04 15:59:37.366057673,Truck_7,50.196250416006734,26.503117155181496,109.65656556985252,Delayed,20.681817419537772,60.60861358480727,Heavy,39.09399085924409,143.83097500272544,9.062226676661622,Traffic,75.00606251573298,113.77728206075768,0.9833053234288817,Wheat,Farm,Storage (post-harvest collection),cardboard,11,ambient,20.681817419537772,13.637878140773795,3.3362911800141646,0.0,0.0,0.6333333333333333,14.039946126773824,1
2024-01-05 02:57:45.153570966,Truck_2,-66.94930537798001,-112.57425504718252,430.50941299604284,Delivered,28.979777470418366,56.01589267889879,Clear,34.64066392726726,172.75415687863878,2.081238648787104,Unknown,89.39011192907641,118.88233359787067,0.0,Rice,Harvest,Storage (post-harvest collection),cardboard,25,ambient,28.979777470418366,23.543486242940972,5.210982144772118,0.0,0.0,0.16666666666666663,5.578859988558361,0
2024-01-05 08:09:47.085102050,Truck_4,3.257542769648525,63.82150630696393,390.79074591325127,In Transit,27.53819826662406,50.9139867510195,Detour,58.596599657687065,401.2884441193931,5.034478750185862,Mechanical Failure,81.53740214170855,198.60515969211738,0.0,Maize (corn),Transport,Transport,plastic,9,ambient,27.53819826662406,31.399743127465534,1.5219036916835698,0.4266495418310356,0.0,0.7,9.055144265549293,0
2024-01-06 12:56:11.946064930,Truck_1,-53.966613490855835,-16.526692119965123,352.52294103267104,Delivered,26.629064312274036,70.28288434750057,Detour,11.693431466237763,266.662186663699,7.027130960844542,Traffic,77.36750417789582,263.6427912152783,0.012681010141009778,Rice,Farm,Storage (post-harvest collection),paper,9,ambient,26.629064312274036,20.737345557470405,1.8073319225606344,0.0,0.009429478250018993,0.7,9.67251630063049,0
2024-01-07 01:13:25.356402979,Truck_5,-3.545040852449373,-1.6173678884055085,123.4331541256124,Delivered,29.36832822762922,67.53154214380858,Detour,18.898467528991155,203.73293415827465,9.005569525475721,Weather,83.70676868427877,253.33182194586965,0.0,Sorghum,Transport,Transport,plastic,23,ambient,29.36832822762922,24.007314883369602,1.0162079510703363,0.0,0.0,0.23333333333333328,0.3253669834925561,0
2024-01-07 04:16:50.258333943,Truck_5,-87.66082126030126,127.84538327962338,222.41126478282027,Delayed,22.772443903906016,76.48903988223232,Detour,35.07862294363025,234.8790838577994,3.802324396183714,Unknown,61.4623165852869,280.6720821968653,1.0094343516923174,Maize (corn),Farm,Storage (post-harvest collection),paper,20,ambient,22.772443903906016,20.12433979051458,3.7147750358671354,0.0,0.21630132940774396,0.33333333333333337,13.297868994633914,1
2024-01-07 15:18:42.632059091,Truck_10,27.018599975490947,160.0987518633252,234.6974454011224,Delayed,29.060829045501475,65.60538228493375,Clear,19.174361623942406,430.7166097558546,3.0885330735662464,Weather,93.07328843472217,214.1508511205388,0.9964356953787288,Maize (corn),Storage,Storage,plastic,26,ambient,29.060829045501475,23.64024076259565,4.417159841479524,0.0,0.0,0.1333333333333333,26.168922765490937,1
2024-01-07 23:37:00.062868389,Truck_3,-15.077543325738775,140.42954239328637,114.22834547347578,In Transit,19.856529915115324,76.60423036838371,Detour,22.037650739088594,120.01938151790662,2.967172749017604,Traffic,81.02596114628747,262.5038380533181,0.002640444131368476,Maize (corn),Farm,Storage (post-harvest collection),foil,15,ambient,19.856529915115324,12.652699308832227,3.7147750358671354,0.0,0.220141012279457,0.5,3.421829644924584,0
2024-01-08 08:17:13.056991865,Truck_4,-46.117399621996384,-89.3140692322853,276.9128360508536,Delivered,24.91524253536721,76.99311143939839,Detour,59.79688279139545,459.74218261564033,4.091298962159601,Weather,84.72679440289482,289.6378081141348,0.0,"Meat of cattle with the bone, fresh or chilled",Processing,Processing,plastic,24,cold,24.91524253536721,4.63546009972975,4.242857142857143,0.0,0.233103714646613,0.19999999999999996,3.6475347387234596,0
2024-01-09 08:41:27.020263899,Truck_10,-52.789008558782115,77.46329908019999,158.34150614858103,Delayed,29.750425673098732,69.95372515290347,Clear,48.52817389597085,223.61896271210753,1.1833144416312462,Unknown,62.28334661364993,233.2942361389458,1.0219397488991586,"Other citrus fruit, n.e.c.",Transport,Transport,glass,11,ambient,29.750425673098732,24.463439946451643,1.9833333333333334,0.0,0.0,0.6333333333333333,10.145482815087624,0
2024-01-10 07:27:47.236149255,Truck_2,-26.73349501088915,-46.96024234969411,352.8379661257328,In Transit,29.238397465361313,73.39647940020035,Clear,22.381083316551265,231.62651242022866,7.008748495358783,Mechanical Failure,94.58092588030762,129.38839128078294,0.0,"Cashew nuts, in shell",Storage,Storage,paper,24,ambient,29.238397465361313,23.85221131531794,0.1842857142857143,0.0,0.11321598000667829,0.19999999999999996,0.5611760005930365,0
2024-01-11 09:00:49.224691420,Truck_2,73.22610889630478,-63.111267992688525,101.82038033539384,Delivered,22.56997328724206,71.54407649365945,Detour,21.802339212431907,385.68850294532956,3.8766274462381274,Traffic,73.11268927820718,161.07827920600215,0.007630866128289059,Rice,Farm,Storage (post-harvest collection),glass,1,ambient,22.56997328724206,15.891845615502874,1.8073319225606344,0.0,0.051469216455314874,0.9666666666666667,4.972458376189491,0
2024-01-11 13:11:03.999715551,Truck_6,-47.27336722697587,-99.46885523766092,306.57570889917173,In Transit,20.285436844202415,65.6800108535176,Detour,25.888072616654874,107.50247072418568,9.06741250192442,Mechanical Failure,60.98750232721515,242.29066929696984,0.019399512251592733,"Mangoes, guavas and mangosteens",Retail,Retail,paper,24,ambient,20.285436844202415,13.1647027320579,12.439473684210526,0.0,0.0,0.19999999999999996,3.263464130325779,0
2024-01-11 14:27:52.666638902,Truck_8,10.029081060637306,40.2064042707173,432.4287603398818,Delivered,29.363670473832965,76.3285388716994,Heavy,30.11854944587785,165.70038498888024,1.1012107867656864,Unknown,94.66459242191583,221.2149151086201,0.9859398038935333,Maize (corn),Farm,Storage (post-harvest collection),plastic,21,ambient,29.363670473832965,24.001754735639416,3.7147750358671354,0.0,0.21095129572331311,0.30000000000000004,7.044969755904166,0
2024-01-11 15:19:48.328827579,Truck_8,-28.95698915511294,-129.7295239237844,484.166470376162,In Transit,25.82973215528239,64.9919686705138,Clear,30.720955859381537,132.85038724423853,8.986106467368206,Traffic,85.15863945690509,178.831876150634,0.0029552814026833994,Rice,Transport,Transport,plastic,24,ambient,25.82973215528239,19.783150665946557,1.4305225988700565,0.0,0.0,0.19999999999999996,4.428246082255784,0
2024-01-11 17:13:10.593343070,Truck_3,-6.797317230694665,-33.88050269859985,201.8329016045295,Delivered,18.487066908667988,77.13384503921704,Detour,23.98934160797199,153.51455858191184,4.079541873827149,Unknown,81.92351451676008,237.32524358951986,0.0,Maize (corn),Farm,Storage (post-harvest collection),glass,8,ambient,18.487066908667988,11.017916329750113,3.7147750358671354,0.0,0.23779483464056786,0.7333333333333334,8.122739657088783,0
2024-01-12 04:08:34.621015003,Truck_2,-22.006759551892788,-63.284435510522165,199.73622575373741,In Transit,27.436456069675522,71.52286641237916,Detour,23.553714952687862,459.6370082132504,9.037489493496947,Unknown,64.61125266292817,162.2594135409235,0.0,Rice,Processing,Processing,paper,4,ambient,27.436456069675522,21.701161517622012,3.4175615384615385,0.0,0.050762213745971965,0.8666666666666667,11.132673127749031,0
2024-01-12 14:46:32.371593397,Truck_7,65.96469358612346,155.65657315511817,160.53025643210003,Delayed,24.001001185223917,71.98104816546956,Detour,28.170359148848075,394.588300291088,6.120850779056312,Traffic,64.13584746698636,275.7023339957666,1.0151235850387803,Wheat,Harvest,Storage (post-harvest collection),cardboard,17,ambient,24.001001185223917,17.600121077635524,4.837556826484018,0.0,0.06603493884898531,0.43333333333333335,13.27769129919906,1
